Project Name,Description,API URL,Github URL,Last Updated,Link URL,Organization Name,Organization API URL,Organization City,Organization Website,,,,,,,,,,
transpochoices,Make the best choice to get across town!,http://codeforamerica.org/api/projects/34734,https://github.com/CodeforAustralia/transpochoices,Make the best choice to get across town!,http://codeforamerica.org/?cfa_project=transportation-choices,Code for Australia,http://codeforamerica.org/api/organizations/Code-for-Australia,Melbourne_ Australia,http://www.codeforaustralia.org,,,,,,,,,,
welcome,(in process) Introductory document for new brigade members,via GitHub Pages,originally created by @BretFisher and @bcbarsness.,http://codeforamerica.org/api/projects/31435,https://github.com/CodeForCharlotte/welcome,(in process) Introductory document for new brigade members,via GitHub Pages,originally created by @BretFisher and @bcbarsness.,welcome.c4hrva.us,Code for Charlotte,http://codeforamerica.org/api/organizations/Code-for-Charlotte,Charlotte_ NC,http://www.codeforcharlotte.org/,,,,,,
whichBus,whichBus,http://codeforamerica.org/api/projects/34894,https://github.com/codeforpakistan/whichBus,whichBus,(null),Code for Pakistan,http://codeforamerica.org/api/organizations/Code-for-Pakistan,Lahore_ Pakistan,http://www.codeforpakistan.org/code-for-all-brigades.html,,,,,,,,,,
simple-news-apps,Migrahack docs and demo,http://codeforamerica.org/api/projects/36862,https://github.com/sc3/simple-news-apps,Migrahack docs and demo,http://migrahack.readthedocs.org/en/latest/,FreeGeekChicago,http://codeforamerica.org/api/organizations/FreeGeekChicago,Chicago_ IL,http://www.freegeekchicago.org/,,,,,,,,,,
Code-Jockey,,http://codeforamerica.org/api/projects/36270,https://github.com/codeforamerica/Code-Jockey,,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
chat-mux,multiplex and portalify all of your millions of chat channels,http://codeforamerica.org/api/projects/36237,https://github.com/codeforamerica/chat-mux,multiplex and portalify all of your millions of chat channels,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
arcgis,,http://codeforamerica.org/api/projects/36180,https://github.com/codeforamerica/arcgis,,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
ceos4dayton,The main CEOs for Dayton website.,http://codeforamerica.org/api/projects/33301,https://github.com/codefordayton/ceos4dayton,The main CEOs for Dayton website.,(null),Code for Dayton,http://codeforamerica.org/api/organizations/Code-for-Dayton,Dayton_ OH,http://codefordayton.org/,,,,,,,,,,
bikeshare-odds,Leaflet map of DC bikeshare stations and average availability.,http://codeforamerica.org/api/projects/34356,https://github.com/codefordc/bikeshare-odds,Leaflet map of DC bikeshare stations and average availability.,,Code for DC,http://codeforamerica.org/api/organizations/Code-for-DC,Washington_ DC,http://codefordc.org/,,,,,,,,,,
opencounter_lex,Lexington KY's implementation of open counter,http://codeforamerica.org/api/projects/35238,https://github.com/openlexington/opencounter_lex,Lexington KY's implementation of open counter,(null),Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,,,,,,,,,
seattlewiki-revision-counter,tracks the number of revisions to seattlewiki,http://codeforamerica.org/api/projects/33499,https://github.com/codeforseattle/seattlewiki-revision-counter,tracks the number of revisions to seattlewiki,http://seattlewiki.net,Code for Seattle,http://codeforamerica.org/api/organizations/Code-for-Seattle,Seattle_ WA,http://codeforseattle.org/,,,,,,,,,,
lex_underutil,Tilemill map of underutilized properties in Lexington,KY,http://codeforamerica.org/api/projects/35228,https://github.com/openlexington/lex_underutil,Tilemill map of underutilized properties in Lexington,KY,http://openlexington.github.com/lex_underutil/,Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,,,,,,,
ccj_charges_client,,http://codeforamerica.org/api/projects/36850,https://github.com/sc3/ccj_charges_client,,(null),FreeGeekChicago,http://codeforamerica.org/api/organizations/FreeGeekChicago,Chicago_ IL,http://www.freegeekchicago.org/,,,,,,,,,,
hackforchange14,Miami's National Day of Civic Hacking 2014,http://codeforamerica.org/api/projects/33512,https://github.com/Code-for-Miami/hackforchange14,Miami's National Day of Civic Hacking 2014,(null),Code for Miami,http://codeforamerica.org/api/organizations/Code-for-Miami,Miami_ FL,http://codeformiami.org/,,,,,,,,,,
github_tracker,Tracks organizations,their projects and contributors,http://codeforamerica.org/api/projects/34859,https://github.com/codeforpakistan/github_tracker,Tracks organizations,their projects and contributors,stats.codeforamerica.org,Code for Pakistan,http://codeforamerica.org/api/organizations/Code-for-Pakistan,Lahore_ Pakistan,http://www.codeforpakistan.org/code-for-all-brigades.html,,,,,,,,
kanban-1,Kanban 看板 is a Trello clone in Rails and Backbone.js,http://codeforamerica.org/api/projects/33328,https://github.com/codeforjapan/kanban-1,Kanban 看板 is a Trello clone in Rails and Backbone.js,http://kanban-app.herokuapp.com,Code for Japan,http://codeforamerica.org/api/organizations/Code-for-Japan,Japan,http://code4japan.org,,,,,,,,,,
sf-transit-inequality,A mashup to overlaying demographic info with the all the major mass transit routes in the San Francisco Bay Area.,http://codeforamerica.org/api/projects/35206,https://github.com/openchattanooga/sf-transit-inequality,A mashup to overlaying demographic info with the all the major mass transit routes in the San Francisco Bay Area.,http://dangrover.github.io/sf-transit-inequality,Open Chattanooga,http://codeforamerica.org/api/organizations/Open-Chattanooga,Chattanooga_ TN,http://openchattanooga.com/,,,,,,,,,,
lexapi_site,LEXAPI,http://codeforamerica.org/api/projects/35226,https://github.com/openlexington/lexapi_site,LEXAPI,http://lexapi.org,Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,,,,,,,,,
node-lessons,Learning NodeJS,http://codeforamerica.org/api/projects/36450,https://github.com/codeforamerica/node-lessons,Learning NodeJS,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
cancer,Statistics in town level of patients with cancer,from 2004 to 2012.,http://codeforamerica.org/api/projects/34408,https://github.com/g0v/cancer,Statistics in town level of patients with cancer,from 2004 to 2012.,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,
grocer,Find grocery stores,farmers markets,ethnic food stores,and CSA's in the Dayton region,http://codeforamerica.org/api/projects/33311,https://github.com/codefordayton/grocer,Find grocery stores,farmers markets,ethnic food stores,and CSA's in the Dayton region,,Code for Dayton,http://codeforamerica.org/api/organizations/Code-for-Dayton,Dayton_ OH,http://codefordayton.org/,,,,
2013-14-Permits-Issued-Data-Set,CSV file of permits issued from 10/13 - 2/14,http://codeforamerica.org/api/projects/33500,https://github.com/Code-for-Miami/2013-14-Permits-Issued-Data-Set,CSV file of permits issued from 10/13 - 2/14,(null),Code for Miami,http://codeforamerica.org/api/organizations/Code-for-Miami,Miami_ FL,http://codeformiami.org/,,,,,,,,,,
chicagocrime,Sample app and documentation for the Chicago Tribune's Crime in Chicago API.,http://codeforamerica.org/api/projects/34169,https://github.com/newsapps/chicagocrime,Sample app and documentation for the Chicago Tribune's Crime in Chicago API.,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
chicago_birthrates,,http://codeforamerica.org/api/projects/36851,https://github.com/sc3/chicago_birthrates,,(null),FreeGeekChicago,http://codeforamerica.org/api/organizations/FreeGeekChicago,Chicago_ IL,http://www.freegeekchicago.org/,,,,,,,,,,
chicago-health-atlas-cluster,Tool for clustering duplicate patient record ids based on match threshold.,http://codeforamerica.org/api/projects/32931,https://github.com/smartchicago/chicago-health-atlas-cluster,Tool for clustering duplicate patient record ids based on match threshold.,,Smart Chicago Collaborative,http://codeforamerica.org/api/organizations/Smart-Chicago-Collaborative,Chicago_ IL,http://www.smartchicagocollaborative.org/,,,,,,,,,,
metra-service-changes,Metra's 2012 proposed service changes,http://codeforamerica.org/api/projects/34174,https://github.com/open-city/metra-service-changes,Metra's 2012 proposed service changes,http://c82.net/metra,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
crime-punishment,Crime and Punishment in Chicago,http://codeforamerica.org/api/projects/32939,https://github.com/smartchicago/crime-punishment,Crime and Punishment in Chicago,http://chicago-justice.smartchicagoapps.org/,Smart Chicago Collaborative,http://codeforamerica.org/api/organizations/Smart-Chicago-Collaborative,Chicago_ IL,http://www.smartchicagocollaborative.org/,,,,,,,,,,
OaklandBeats,Simple tool to help connect residents to their local Neighborhood Crime Prevention Councils,http://codeforamerica.org/api/projects/32834,https://github.com/openoakland/FindYourBeat,Simple tool to help connect residents to their local Neighborhood Crime Prevention Councils,http://oaklandbeats.org,Open Oakland,http://codeforamerica.org/api/organizations/Open-Oakland,Oakland_ CA,http://openoakland.org/,,,,,,,,,,
recalls-python,Python wrapper for usa.gov Product Recalls API,http://codeforamerica.org/api/projects/36531,https://github.com/codeforamerica/recalls-python,Python wrapper for usa.gov Product Recalls API,http://search.usa.gov/api/recalls,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
windypie,A Python port of the windy Ruby Socrata API wrapper,http://codeforamerica.org/api/projects/36630,https://github.com/codeforamerica/windypie,A Python port of the windy Ruby Socrata API wrapper,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
analyze,API usage analysis tool for Code for Mexico Datos API,http://codeforamerica.org/api/projects/33126,https://github.com/LabPLC/analyze,API usage analysis tool for Code for Mexico Datos API,(null),Codigo para la Ciudad de Mexico,http://codeforamerica.org/api/organizations/Codigo-para-la-Ciudad-de-Mexico,Mexico City_ MX,http://codigo.labplc.mx,,,,,,,,,,
django-townsquare,Python-Django port of  Townsquare project found at https://github.com/sc3/townsquare,http://codeforamerica.org/api/projects/36856,https://github.com/sc3/django-townsquare,Python-Django port of  Townsquare project found at https://github.com/sc3/townsquare,,FreeGeekChicago,http://codeforamerica.org/api/organizations/FreeGeekChicago,Chicago_ IL,http://www.freegeekchicago.org/,,,,,,,,,,
Wufoopress,Wordpress plugin to pull wufoo entries,http://codeforamerica.org/api/projects/36636,https://github.com/codeforamerica/Wufoopress,Wordpress plugin to pull wufoo entries,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
pgh.io,http://www.pgh.io - The website for OpenPittsburgh,http://codeforamerica.org/api/projects/33294,https://github.com/openpgh/pgh.io,http://www.pgh.io - The website for OpenPittsburgh,(null),Open Pittsburgh,http://codeforamerica.org/api/organizations/Open-Pittsburgh,Pittsburgh_ PA,http://pgh.io/,,,,,,,,,,
MeetingNotes,notes,http://codeforamerica.org/api/projects/35232,https://github.com/openlexington/MeetingNotes,notes,,Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,,,,,,,,,
lexington-psa-twitterbot-couchy,Dissuade excited basketball fans from burning couches http://www.savecouchy.com/,http://codeforamerica.org/api/projects/36414,https://github.com/codeforamerica/lexington-psa-twitterbot-couchy,Dissuade excited basketball fans from burning couches http://www.savecouchy.com/,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
tibet,圖博資訊站,http://codeforamerica.org/api/projects/34581,https://github.com/g0v/tibet,圖博資訊站,http://g0v.github.io/tibet/,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
muni,Next Muni API Client.,http://codeforamerica.org/api/projects/34025,https://github.com/CodeForAsheville/muni,Next Muni API Client.,http://jeffremer.com/muni,Code for Asheville,http://codeforamerica.org/api/organizations/Code-for-Asheville,Asheville_ NC,http://codeforasheville.org,,,,,,,,,,
ly-vote,Voting Result Visualization of Legislative Committee Members,http://codeforamerica.org/api/projects/34514,https://github.com/g0v/ly-vote,Voting Result Visualization of Legislative Committee Members,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
watchSEPTA,Working on a Pebble watch app for SEPTA (Philadelphia transit system) - used example weather app as a start,http://codeforamerica.org/api/projects/36804,https://github.com/christophernies/watchSEPTA,Working on a Pebble watch app for SEPTA (Philadelphia transit system) - used example weather app as a start,https://github.com/christophernies/watchSEPTA,Code for Philly,http://codeforamerica.org/api/organizations/Code-for-Philly,Philadelphia_ PA,http://codeforphilly.org/,,,,,,,,,,
website,website resources and assets for hackingmadison.org,http://codeforamerica.org/api/projects/35104,https://github.com/HackingMadison/website,website resources and assets for hackingmadison.org,http://hackingmadison.org,Hacking Madison,http://codeforamerica.org/api/organizations/Hacking-Madison,Madison_WI,http://hackingmadison.org,,,,,,,,,,
